product_id,h_code
LUB-QB00049,H412
LUB-QB00051,H316
VAR-QB00125,H315
VAR-QB00125,H318
IFF-QB00102,H315
IFF-QB00102,H317
ASH-QB00034,H303
ASH-QB00034,H317
ASH-QB00034,H319
ASH-QB00053,H303
ASH-QB00053,H317
ASH-QB00053,H319
IFF-QB00238,H227
IFF-QB00238,H303
IFF-QB00238,H315
IFF-QB00238,H317
IFF-QB00238,H318
IFF-QB00238,H411
IFF-QB00309,H227
IFF-QB00309,H304
IFF-QB00309,H315
IFF-QB00309,H317
IFF-QB00309,H319
IFF-QB00309,H361
IFF-QB00156,H227
IFF-QB00156,H315
IFF-QB00156,H317
IFF-QB00156,H319
IFF-QB00259,H361
IFF-QB00103,H227
IFF-QB00103,H315
IFF-QB00103,H317
IFF-QB00104,H227
IFF-QB00104,H315
IFF-QB00104,H317
IFF-QB00104,H319
IFF-QB00104,H361
IFF-QB00211,H227
IFF-QB00211,H317
IFF-QB00211,H361
IFF-QB00260,H315
IFF-QB00260,H317
IFF-QB00260,H319
IFF-QB00260,H351
IFF-QB00260,H410
IFF-QB00260,H411
IFF-QB00157,H227
IFF-QB00157,H302
IFF-QB00157,H317
IFF-QB00105,H227
IFF-QB00105,H315
IFF-QB00105,H317
VAR-QB00191,H411
VAR-QB00175,H412
IFF-QB00231,H227
IFF-QB00231,H315
IFF-QB00231,H317
IFF-QB00231,H351
IFF-QB00231,H361
IFF-QB00231,H319
IFF-QB00213,H317
ASH-QB00037,H319
IFF-QB00058,H227
IFF-QB00058,H317
IFF-QB00058,H361
KAO-QB00062,H315
KAO-QB00062,H318
KAO-QB00062,H400
KAO-QB00062,H410
KAO-QB00066,H226
KAO-QB00066,H302
KAO-QB00066,H312
KAO-QB00066,H314
KAO-QB00066,H318
KAO-QB00067,H226
KAO-QB00067,H302
KAO-QB00067,H312
KAO-QB00067,H314
KAO-QB00067,H318
KAO-QB00067,H400
IFF-QB00059,H315
IFF-QB00059,H317
IFF-QB00059,H319
IFF-QB00059,H361
IFF-QB00060,H315
IFF-QB00060,H317
IFF-QB00060,H361
IFF-QB00061,H227
IFF-QB00061,H315
IFF-QB00061,H317
IFF-QB00061,H319
IFF-QB00061,H361
IFF-QB00158,H227
IFF-QB00158,H315
IFF-QB00158,H317
IFF-QB00158,H361
IFF-QB00261,H227
IFF-QB00261,H303
IFF-QB00261,H315
IFF-QB00261,H317
IFF-QB00261,H319
IFF-QB00261,H361
IFF-QB00261,H411
IFF-QB00262,H227
IFF-QB00262,H315
IFF-QB00262,H317
IFF-QB00262,H319
IFF-QB00262,H361
IFF-QB00263,H227
IFF-QB00263,H303
IFF-QB00263,H304
IFF-QB00263,H315
IFF-QB00263,H317
IFF-QB00263,H319
IFF-QB00263,H361
IFF-QB00263,H400
IFF-QB00160,H227
IFF-QB00160,H315
IFF-QB00160,H317
IFF-QB00160,H361
VAR-QB00133,H319
IFF-QB00264,H227
IFF-QB00264,H303
IFF-QB00264,H315
IFF-QB00264,H317
IFF-QB00264,H319
IFF-QB00264,H361
IFF-QB00321,H317
IFF-QB00321,H319
IFF-QB00321,H351
IFF-QB00321,H361
IFF-QB00266,H315
IFF-QB00266,H317
IFF-QB00266,H319
IFF-QB00266,H361
IFF-QB00029,H317
IFF-QB00029,H319
IFF-QB00029,H361
VAR-QB00134,H302
IFF-QB00106,H317
IFF-QB00106,H319
IFF-QB00106,H361
IFF-QB00268,H226
IFF-QB00268,H227
IFF-QB00268,H315
IFF-QB00268,H316
IFF-QB00268,H317
IFF-QB00268,H319
IFF-QB00268,H411
IFF-QB00030,H227
IFF-QB00030,H315
IFF-QB00030,H317
IFF-QB00030,H319
IFF-QB00030,H361
IFF-QB00031,H227
IFF-QB00031,H315
IFF-QB00031,H317
IFF-QB00031,H319
IFF-QB00031,H351
IFF-QB00031,H361
IFF-QB00032,H227
IFF-QB00032,H315
IFF-QB00032,H317
IFF-QB00032,H361
IFF-QB00163,H315
IFF-QB00163,H317
IFF-QB00163,H319
IFF-QB00163,H361
ASH-QB00075,H303
ASH-QB00075,H317
ASH-QB00075,H319
ASH-QB00068,H319
ASH-QB00054,H303
ASH-QB00054,H318
ASH-QB00054,H332
LUB-QB00064,H315
LUB-QB00064,H319
IFF-QB00107,H227
IFF-QB00107,H315
IFF-QB00107,H317
IFF-QB00107,H319
IFF-QB00107,H361
IFF-QB00033,H226
IFF-QB00033,H304
IFF-QB00033,H315
IFF-QB00033,H317
IFF-QB00033,H319
IFF-QB00033,H361
IFF-QB00164,H227
IFF-QB00164,H304
IFF-QB00164,H315
IFF-QB00164,H317
IFF-QB00164,H319
IFF-QB00164,H361
IFF-QB00269,H227
IFF-QB00269,H303
IFF-QB00269,H315
IFF-QB00269,H317
IFF-QB00269,H319
IFF-QB00269,H361
IFF-QB00269,H411
IFF-QB00214,H227
IFF-QB00214,H315
IFF-QB00214,H317
IFF-QB00214,H318
IFF-QB00214,H411
IFF-QB00165,H227
IFF-QB00165,H317
IFF-QB00165,H361
IFF-QB00166,H227
IFF-QB00166,H315
IFF-QB00166,H317
IFF-QB00166,H319
IFF-QB00166,H361
IFF-QB00167,H227
IFF-QB00167,H315
IFF-QB00167,H317
IFF-QB00167,H319
IFF-QB00167,H361
IFF-QB00168,H227
IFF-QB00168,H315
IFF-QB00168,H317
IFF-QB00168,H319
IFF-QB00168,H361
IFF-QB00170,H227
IFF-QB00170,H315
IFF-QB00170,H317
IFF-QB00170,H319
IFF-QB00170,H361
IFF-QB00171,H226
IFF-QB00171,H304
IFF-QB00171,H315
IFF-QB00171,H317
IFF-QB00171,H319
IFF-QB00171,H361
LUB-QB00066,H227
LUB-QB00066,H304
LUB-QB00068,H316
IFF-QB00270,H317
IFF-QB00062,H315
IFF-QB00062,H317
IFF-QB00062,H319
IFF-QB00062,H361
IFF-QB00034,H227
IFF-QB00034,H315
IFF-QB00034,H317
IFF-QB00034,H319
IFF-QB00034,H351
IFF-QB00034,H361
IFF-QB00034,H373
IFF-QB00071,H226
IFF-QB00071,H317
IFF-QB00071,H319
IFF-QB00071,H350
IFF-QB00071,H361
IFF-QB00273,H227
IFF-QB00273,H304
IFF-QB00273,H315
IFF-QB00273,H317
IFF-QB00273,H318
IFF-QB00273,H400
IFF-QB00273,H411
IFF-QB00199,H361
VAR-QB00166,H319
IFF-QB00193,H227
IFF-QB00193,H315
IFF-QB00193,H317
IFF-QB00193,H361
IFF-QB00203,H315
IFF-QB00203,H317
IFF-QB00203,H319
IFF-QB00204,H315
IFF-QB00204,H317
IFF-QB00204,H318
IFF-QB00204,H361
IFF-QB00108,H317
IFF-QB00108,H319
IFF-QB00109,H227
IFF-QB00109,H315
IFF-QB00109,H317
IFF-QB00109,H319
IFF-QB00109,H411
IFF-QB00194,H227
IFF-QB00194,H315
IFF-QB00194,H317
IFF-QB00194,H319
IFF-QB00194,H361
IFF-QB00275,H227
IFF-QB00275,H315
IFF-QB00275,H317
IFF-QB00275,H319
IFF-QB00275,H361
IFF-QB00215,H226
IFF-QB00215,H304
IFF-QB00215,H315
IFF-QB00215,H317
IFF-QB00215,H319
IFF-QB00215,H361
IFF-QB00216,H227
IFF-QB00216,H317
IFF-QB00216,H361
IFF-QB00063,H227
IFF-QB00063,H315
IFF-QB00063,H317
IFF-QB00063,H361
IFF-QB00063,H373
IFF-QB00276,H227
IFF-QB00276,H303
IFF-QB00276,H315
IFF-QB00276,H317
IFF-QB00276,H319
IFF-QB00276,H361
IFF-QB00276,H411
IFF-QB00064,H315
IFF-QB00064,H317
IFF-QB00064,H319
IFF-QB00064,H351
IFF-QB00064,H361
LUB-QB00069,H315
LUB-QB00069,H319
IFF-QB00112,H317
IFF-QB00112,H351
IFF-QB00070,H227
IFF-QB00070,H315
IFF-QB00070,H317
IFF-QB00070,H319
IFF-QB00070,H351
IFF-QB00070,H361
ASH-QB00047,H303+P313
ASH-QB00047,P314
VAR-QB00138,H303+H333
VAR-QB00138,H317
VAR-QB00138,H320
ASH-QB00048,H302
ASH-QB00048,H3013+H333
ASH-QB00048,H315
ASH-QB00048,H317
ASH-QB00048,H319
ASH-QB00048,H335
ASH-QB00048,H341
ASH-QB00048,H350
IFF-QB00113,H317
IFF-QB00113,H361
IFF-QB00114,H317
IFF-QB00114,H319
IFF-QB00114,H361
IFF-QB00115,H226
IFF-QB00115,H304
IFF-QB00115,H315
IFF-QB00115,H317
IFF-QB00115,H319
IFF-QB00115,H411
IFF-QB00281,H227
IFF-QB00281,H303
IFF-QB00281,H315
IFF-QB00281,H317
IFF-QB00281,H319
IFF-QB00281,H361
IFF-QB00281,H411
IFF-QB00116,H227
IFF-QB00116,H317
IFF-QB00116,H319
IFF-QB00116,H361
VAR-QB00140,H303
VAR-QB00140,H315
VAR-QB00140,H318
VAR-QB00140,H373
VAR-QB00141,H226
VAR-QB00141,H315
VAR-QB00141,H400
VAR-QB00141,H304
VAR-QB00141,H319
KAO-QB00075,H304
KAO-QB00075,H314
KAO-QB00075,H318
KAO-QB00075,H400
KAO-QB00076,H226
KAO-QB00076,H302
KAO-QB00076,H312
KAO-QB00076,H314
KAO-QB00076,H318
KAO-QB00078,H226
KAO-QB00078,H302+H312
KAO-QB00078,H314
KAO-QB00079,H226
KAO-QB00079,H315
KAO-QB00079,H319
KAO-QB00079,H412
IFF-QB00195,H315
IFF-QB00195,H317
IFF-QB00195,H318
VAR-QB00144,H303
VAR-QB00144,H315
VAR-QB00144,H319
VAR-QB00144,H410
IFF-QB00282,H226
IFF-QB00282,H304
IFF-QB00282,H315
IFF-QB00282,H317
IFF-QB00282,H319
IFF-QB00282,H410
IFF-QB00282,H411
IFF-QB00117,H317
IFF-QB00117,H361
IFF-QB00066,H227
IFF-QB00066,H317
IFF-QB00066,H351
IFF-QB00118,H226
IFF-QB00118,H304
IFF-QB00118,H315
IFF-QB00118,H317
IFF-QB00118,H361
IFF-QB00283,H302
IFF-QB00283,H317
IFF-QB00067,H315
IFF-QB00067,H317
IFF-QB00067,H319
IFF-QB00067,H361
IFF-QB00284,H227
IFF-QB00284,H304
IFF-QB00284,H315
IFF-QB00284,H317
IFF-QB00284,H319
IFF-QB00284,H411
IFF-QB00286,H227
IFF-QB00286,H303
IFF-QB00286,H315
IFF-QB00286,H317
IFF-QB00286,H319
IFF-QB00286,H361
IFF-QB00286,H411
IFF-QB00068,H227
IFF-QB00068,H315
IFF-QB00068,H317
IFF-QB00068,H319
IFF-QB00068,H361
IFF-QB00120,H227
IFF-QB00120,H317
IFF-QB00120,H319
IFF-QB00120,H361
IFF-QB00196,H227
IFF-QB00196,H315
IFF-QB00196,H317
IFF-QB00196,H319
IFF-QB00196,H361
IFF-QB00287,H227
IFF-QB00287,H303
IFF-QB00287,H315
IFF-QB00287,H317
IFF-QB00287,H319
IFF-QB00287,H361
IFF-QB00287,H410
IFF-QB00287,H411
ASH-QB00050,H303+P313
VAR-QB00149,H304
VAR-QB00149,H315
VAR-QB00149,H319
VAR-QB00149,H411
IFF-QB00288,H302
IFF-QB00288,H317
IFF-QB00172,H227
IFF-QB00172,H315
IFF-QB00172,H317
IFF-QB00172,H319
IFF-QB00172,H361
IFF-QB00121,H227
IFF-QB00121,H315
IFF-QB00121,H317
IFF-QB00121,H351
IFF-QB00291,H317
IFF-QB00291,H319
IFF-QB00069,H315
IFF-QB00069,H317
IFF-QB00069,H319
IFF-QB00069,H361
IFF-QB00035,H317
IFF-QB00035,H361
ASH-QB00052,H303
