product_id,p_code
VAR-QB00108,P403+P233
VAR-QB00109,P280
VAR-QB00109,P303+P361+P353
VAR-QB00109,P305+P351+P338
VAR-QB00109,P314
VAR-QB00109,P403+P233
IFF-QB00022,P210
IFF-QB00022,P261
IFF-QB00022,P280
IFF-QB00022,P301+P310
IFF-QB00022,P302+P352
IFF-QB00022,P305+P351+P338+P310
IFF-QB00022,P308+P313
IFF-QB00022,P331
IFF-QB00022,P333+P313
IFF-QB00022,P370+P378
IFF-QB00023,P210
IFF-QB00023,P261
IFF-QB00023,P280
IFF-QB00023,P301+P310
IFF-QB00023,P302+P352
IFF-QB00023,P305+P351+P338
IFF-QB00023,P308+P313
IFF-QB00023,P331
IFF-QB00023,P333+P313
IFF-QB00023,P337+P313
IFF-QB00023,P370+P378
IFF-QB00024,P210
IFF-QB00024,P261
IFF-QB00024,P280
IFF-QB00024,P301+P310
IFF-QB00024,P302+P352
IFF-QB00024,P304+P340+P312
IFF-QB00024,P305+P351+P338
IFF-QB00024,P308+P313
IFF-QB00024,P331
IFF-QB00024,P333+P313
IFF-QB00024,P337+P313
IFF-QB00024,P370+P378
IFF-QB00096,P210
IFF-QB00096,P261
IFF-QB00096,P280
IFF-QB00096,P302+P352
IFF-QB00096,P308+P313
IFF-QB00096,P333+P313
IFF-QB00096,P370+P378
IFF-QB00201,P261
IFF-QB00201,P280
IFF-QB00201,P302+P352
IFF-QB00201,P305+P351+P338
IFF-QB00201,P308+P313
IFF-QB00201,P333+P313
IFF-QB00201,P313
IFF-QB00097,P210
IFF-QB00097,P280
IFF-QB00097,P302+P352
IFF-QB00097,P305+P351+P338
VAR-QB00111,P273
VAR-QB00111,P280
VAR-QB00111,P305+P351+P338
VAR-QB00111,P310
VAR-QB00111,P391
VAR-QB00111,P501
ASH-QB00067,P101
ASH-QB00067,P102
ASH-QB00067,P103
ASH-QB00067,P264
ASH-QB00067,P280
ASH-QB00067,P305+P351+P338
ASH-QB00024,P201
ASH-QB00024,P202
ASH-QB00024,P280
ASH-QB00024,P305+P351+P338+P310
ASH-QB00024,P308+P313
ASH-QB00024,P405
ASH-QB00024,P501
ASH-QB00025,P261
ASH-QB00025,P272
ASH-QB00025,P280
ASH-QB00025,P302+P352
ASH-QB00025,P333+P313
ASH-QB00025,P362+P364
ASH-QB00025,P501
IFF-QB00202,P261
IFF-QB00202,P280
IFF-QB00202,P302+P352
IFF-QB00202,P308+P313
IFF-QB00202,P333+P313
IFF-QB00202,P501
IFF-QB00202,P362+P364
IFF-QB00056,P210
IFF-QB00056,P261
IFF-QB00056,P280
IFF-QB00056,P302+P352
IFF-QB00056,P305+P351+P338
IFF-QB00056,P308+P313
IFF-QB00056,P333+P313
IFF-QB00056,P337+P313
IFF-QB00056,P370+P378
IFF-QB00057,P261
IFF-QB00057,P280
IFF-QB00057,P302+P352
IFF-QB00057,P305+P351+P338
IFF-QB00057,P308+P313
IFF-QB00057,P333+P313
IFF-QB00057,P337+P313
IFF-QB00152,P280
IFF-QB00152,P302+P352
IFF-QB00036,P210
IFF-QB00036,P261
IFF-QB00036,P280
IFF-QB00036,P302+P352
IFF-QB00036,P305+P351+P338
IFF-QB00036,P308+P313
IFF-QB00036,P333+P313
IFF-QB00036,P337+P313
IFF-QB00036,P370+P378
IFF-QB00025,P210
IFF-QB00025,P261
IFF-QB00025,P280
IFF-QB00025,P302+P352
IFF-QB00025,P308+P313
IFF-QB00025,P333+P313
IFF-QB00025,P370+P378
IFF-QB00254,P210
IFF-QB00254,P280
IFF-QB00254,P302+P352
IFF-QB00254,P305+P351+P338
IFF-QB00209,P210
IFF-QB00209,P260
IFF-QB00209,P280
IFF-QB00209,P301+P310
IFF-QB00209,P302+P352
IFF-QB00209,P305+P351+P338+P310
IFF-QB00209,P308+P311
IFF-QB00209,P308+P313
IFF-QB00209,P331
IFF-QB00209,P333+P313
IFF-QB00209,P370+P378
IFF-QB00099,P210
IFF-QB00099,P280
IFF-QB00099,P302+P352
IFF-QB00099,P305+P351+P338
VAR-QB00112,P210
VAR-QB00112,P261
VAR-QB00112,P273
VAR-QB00112,P280
VAR-QB00112,P302+P352+P333+P313
VAR-QB00112,P312
VAR-QB00112,P370+P378
VAR-QB00112,P391
VAR-QB00113,P280
VAR-QB00113,P302+P352
VAR-QB00113,P305+P351+P338
VAR-QB00113,P332+P313
VAR-QB00113,P337+P313
VAR-QB00113,P362+P364
VAR-QB00113,P501
IFF-QB00255,P210
IFF-QB00255,P280
IFF-QB00255,P301+P312+P330
IFF-QB00255,P302+P352
IFF-QB00255,P331
IFF-QB00256,P210
IFF-QB00256,P261
IFF-QB00256,P264
IFF-QB00256,P272
IFF-QB00256,P273
IFF-QB00256,P280
IFF-QB00256,P301+P310
IFF-QB00256,P302+P352
IFF-QB00256,P331
IFF-QB00256,P333+P313
IFF-QB00256,P362+P364
IFF-QB00256,P370+P378
IFF-QB00256,P391
IFF-QB00256,P403+P235
IFF-QB00256,P405
IFF-QB00256,P501
IFF-QB00100,P210
IFF-QB00100,P261
IFF-QB00100,P264
IFF-QB00100,P272
IFF-QB00100,P273
IFF-QB00100,P280
IFF-QB00100,P302+P352
IFF-QB00100,P333+P313
IFF-QB00100,P362+P364
IFF-QB00100,P370+P378
IFF-QB00100,P391
IFF-QB00100,P403+P235
IFF-QB00100,P501
VAR-QB00114,P305
VAR-QB00114,P351
VAR-QB00114,P338
VAR-QB00114,P280
VAR-QB00115,P273
VAR-QB00115,P280
VAR-QB00115,P303+P361+P353
VAR-QB00115,P305+P351+P338
VAR-QB00115,P333+P313
VAR-QB00115,P391
IFF-QB00101,P261
IFF-QB00101,P280
IFF-QB00101,P302+P352
IFF-QB00101,P308+P313
IFF-QB00101,P333+P313
IFF-QB00101,P362+P364
IFF-QB00154,P280
IFF-QB00154,P302+P352
IFF-QB00154,P305+P351
IFF-QB00210,P261
IFF-QB00210,P280
IFF-QB00210,P302+P352
IFF-QB00210,P308+P313
IFF-QB00210,P333+P313
IFF-QB00210,P501
IFF-QB00026,P210
IFF-QB00026,P261
IFF-QB00026,P280
IFF-QB00026,P301+P310
IFF-QB00026,P302+P352
IFF-QB00026,P305+P351+P338
IFF-QB00026,P313
IFF-QB00026,P331
IFF-QB00026,P333+P313
IFF-QB00026,P337+P313
IFF-QB00026,P370+P378
IFF-QB00027,P261
IFF-QB00027,P280
IFF-QB00027,P302+P352
IFF-QB00027,P308+P313
IFF-QB00027,P333+P313
IFF-QB00257,P201
IFF-QB00257,P202
IFF-QB00257,P210
IFF-QB00257,P261
IFF-QB00257,P264
IFF-QB00257,P272
IFF-QB00257,P280
IFF-QB00257,P302+P352
IFF-QB00257,P305+P351+P305+P351+P338
IFF-QB00257,P308+P313
IFF-QB00257,P331
IFF-QB00257,P333
IFF-QB00257,P337+P313
IFF-QB00257,P362+P364
IFF-QB00257,P370+P378
IFF-QB00257,P391
IFF-QB00257,P403+P235
IFF-QB00257,P405
IFF-QB00257,P501
VAR-QB00119,P264
VAR-QB00119,P270
VAR-QB00119,P273
VAR-QB00119,P280
VAR-QB00119,P301+P312
VAR-QB00119,P302+P352
VAR-QB00119,P305+P351+P338
VAR-QB00119,P301+P330+P331
VAR-QB00119,P332+P313
VAR-QB00119,P337+P313
VAR-QB00119,P362+P364
VAR-QB00119,P391
VAR-QB00119,P501
VAR-QB00122,P264
VAR-QB00122,P270
VAR-QB00122,P273
VAR-QB00122,P280
VAR-QB00122,P301+P312+P330
VAR-QB00122,P302+P352
VAR-QB00122,P312
VAR-QB00122,P321
VAR-QB00122,P305+P351+P338
VAR-QB00122,P310
VAR-QB00122,P330
VAR-QB00122,P332+P313
VAR-QB00122,P362+P364
VAR-QB00122,P391
VAR-QB00122,P401
ASH-QB00056,P264
ASH-QB00056,P280
ASH-QB00056,P305+P351+P338
IFF-QB00258,P201
IFF-QB00258,P202
IFF-QB00258,P272
IFF-QB00258,P273
IFF-QB00258,P280
IFF-QB00258,P302+P352
IFF-QB00258,P305+P351+P338
IFF-QB00258,P308+P313
IFF-QB00258,P333+P313
IFF-QB00258,P337+P313
IFF-QB00258,P362+P364
IFF-QB00258,P391
IFF-QB00258,P405
IFF-QB00258,P501
LUB-QB00047,P332+P313
LUB-QB00048,P261
LUB-QB00048,P272
LUB-QB00048,P273
LUB-QB00048,P280
LUB-QB00049,P273
LUB-QB00049,P501
LUB-QB00051,P332+P313
VAR-QB00125,P264
VAR-QB00125,P280
VAR-QB00125,P210
VAR-QB00125,P233
VAR-QB00125,P243
VAR-QB00125,P302+P352
VAR-QB00125,P305+P351+P338+P310
IFF-QB00102,P280
IFF-QB00102,P302+P352
ASH-QB00034,P101
ASH-QB00034,P102
ASH-QB00034,P103
ASH-QB00034,P261
ASH-QB00034,P264
ASH-QB00034,P272
ASH-QB00034,P280
ASH-QB00034,P302+P352
ASH-QB00034,P305+P351+P338
ASH-QB00034,P312
ASH-QB00034,P333+P313
ASH-QB00034,P362+P364
ASH-QB00034,P501
ASH-QB00053,P101
ASH-QB00053,P102
ASH-QB00053,P103
ASH-QB00053,P261
ASH-QB00053,P264
ASH-QB00053,P272
ASH-QB00053,P280
ASH-QB00053,P302+P352
ASH-QB00053,P305+P351+P338
ASH-QB00053,P312
ASH-QB00053,P333+P313
ASH-QB00053,P362+P364
ASH-QB00053,P501
IFF-QB00238,P219
IFF-QB00238,P261
IFF-QB00238,P264
IFF-QB00238,P272
IFF-QB00238,P273
IFF-QB00238,P280
IFF-QB00238,P302+P352
IFF-QB00238,P305+P351+P338
IFF-QB00238,P312
IFF-QB00238,P333+P313
IFF-QB00238,P362+P378
IFF-QB00238,P391
IFF-QB00238,P403+P235
IFF-QB00238,P501
IFF-QB00309,P210
IFF-QB00309,P280
IFF-QB00309,P301+P310
IFF-QB00309,P302+P352
IFF-QB00309,P305+P351+P338
IFF-QB00309,P331
IFF-QB00156,P210
IFF-QB00156,P280
IFF-QB00156,P302+P352
IFF-QB00156,P305+P351+P338
IFF-QB00103,P210
IFF-QB00103,P261
IFF-QB00103,P280
IFF-QB00103,P302+P352
IFF-QB00103,P333+P313
IFF-QB00103,P370+P378
IFF-QB00104,P210
IFF-QB00104,P261
IFF-QB00104,P280
IFF-QB00104,P302+P352
IFF-QB00104,P305+P351+P338
IFF-QB00104,P308+P313
IFF-QB00104,P333+P313
IFF-QB00104,P337+P313
IFF-QB00104,P370+P378
IFF-QB00211,P210
IFF-QB00211,P261
IFF-QB00211,P280
IFF-QB00211,P302+P352
IFF-QB00211,P308+P313
IFF-QB00211,P333+P313
IFF-QB00211,P370+P378
IFF-QB00260,P201
IFF-QB00260,P202
IFF-QB00260,P261
IFF-QB00260,P264
IFF-QB00260,P272
IFF-QB00260,P273
IFF-QB00260,P280
IFF-QB00260,P302
IFF-QB00260,P305+P351+P338
IFF-QB00260,P308+P3013
IFF-QB00260,P333+P303
IFF-QB00260,P337+P313
IFF-QB00260,P362+P364
IFF-QB00260,P391
IFF-QB00260,P405
IFF-QB00260,P501
IFF-QB00010,P308+313
IFF-QB00157,P210
IFF-QB00157,P280
IFF-QB00157,P301+P310
IFF-QB00157,P302+P352
IFF-QB00105,P210
IFF-QB00105,P261
IFF-QB00105,P280
IFF-QB00105,P302+P352
IFF-QB00105,P333+P313
IFF-QB00105,P370+P378
VAR-QB00191,P273
IFF-QB00231,P210
IFF-QB00231,P280
IFF-QB00231,P302+P352
IFF-QB00231,P261
IFF-QB00231,P305+P351+P338
IFF-QB00231,P308+P313
IFF-QB00231,P333+P313
IFF-QB00231,P337+P313
IFF-QB00231,P370+P378
IFF-QB00213,P261
IFF-QB00213,P280
IFF-QB00213,P302+P352
IFF-QB00213,P333+P313
IFF-QB00213,P362+P364
IFF-QB00213,P501
ASH-QB00037,P264
ASH-QB00037,P280
ASH-QB00037,P305+P351+P338
IFF-QB00058,P210
IFF-QB00058,P261
IFF-QB00058,P280
IFF-QB00058,P302+P352
IFF-QB00058,P308+P313
IFF-QB00058,P333+P313
IFF-QB00058,P370+P378
IFF-QB00059,P261
IFF-QB00059,P280
IFF-QB00059,P302+P352
IFF-QB00059,P305+P351+P338
IFF-QB00059,P308+P313
IFF-QB00059,P333+P313
IFF-QB00059,P337+P313
IFF-QB00060,P261
IFF-QB00060,P264
IFF-QB00060,P280
IFF-QB00060,P302+P352
IFF-QB00060,P308+P313
IFF-QB00060,P333+P313
IFF-QB00061,P210
IFF-QB00061,P261
IFF-QB00061,P280
IFF-QB00061,P302+P352
IFF-QB00061,P305+P351+P338
IFF-QB00061,P308+P313
IFF-QB00061,P333+P313
IFF-QB00061,P337+P313
IFF-QB00061,P370+P378
IFF-QB00158,P210
IFF-QB00158,P261
IFF-QB00158,P280
IFF-QB00158,P302+P352
IFF-QB00158,P308+P313
IFF-QB00158,P333+P313
IFF-QB00158,P370+P378
IFF-QB00261,P201
IFF-QB00261,P202
IFF-QB00261,P261
IFF-QB00261,P264
IFF-QB00261,P272
IFF-QB00261,P273
IFF-QB00261,P280
IFF-QB00261,P302
IFF-QB00261,P305+P351+P338
IFF-QB00261,P308+P3013
IFF-QB00261,P333+P303
IFF-QB00261,P337+P313
IFF-QB00261,P362+P364
IFF-QB00261,P391
IFF-QB00261,P405
IFF-QB00261,P501
IFF-QB00262,P210
IFF-QB00262,P280
IFF-QB00262,P302+P352
IFF-QB00262,P305+P351+P338
IFF-QB00263,P201
IFF-QB00263,P202
IFF-QB00263,P210
IFF-QB00263,P261
IFF-QB00263,P264
IFF-QB00263,P280
IFF-QB00263,P301+P310
IFF-QB00263,P302+P352
IFF-QB00263,P305+P351+P338
IFF-QB00263,P312
IFF-QB00263,P331
IFF-QB00263,P333+P313
IFF-QB00263,P337+P313
IFF-QB00263,P370+P378
IFF-QB00263,P391
IFF-QB00263,P403+P235
IFF-QB00263,P405
IFF-QB00263,P501
IFF-QB00160,P210
IFF-QB00160,P261
IFF-QB00160,P280
IFF-QB00160,P302+P352
IFF-QB00160,P308+P313
IFF-QB00160,P333+P313
IFF-QB00160,P370+P378
VAR-QB00133,P305+P351+P338
IFF-QB00264,P210
IFF-QB00264,P261
IFF-QB00264,P280
IFF-QB00264,P302+P352
IFF-QB00264,P305+P351+P338
IFF-QB00264,P308+P313
IFF-QB00264,P333+P313
IFF-QB00264,P337+P313
IFF-QB00264,P370+P378
IFF-QB00321,P261
IFF-QB00321,P280
IFF-QB00321,P302+P352
IFF-QB00321,P305+P351+P338
IFF-QB00321,P308+P313
IFF-QB00321,P333+P313
IFF-QB00321,P337+P313
IFF-QB00266,P280
IFF-QB00266,P302+P352
IFF-QB00266,P305+P351+P338
IFF-QB00029,P261
IFF-QB00029,P280
IFF-QB00029,P302+P352
IFF-QB00029,P305+P351+P338
IFF-QB00029,P308+P313
IFF-QB00029,P333+P313
IFF-QB00029,P337+P313
VAR-QB00134,P264
VAR-QB00134,P270
VAR-QB00134,P301
VAR-QB00134,P312
VAR-QB00134,P330
VAR-QB00134,P501
IFF-QB00106,P261
IFF-QB00106,P280
IFF-QB00106,P302+P352
IFF-QB00106,P305+P351+P338
IFF-QB00106,P308+P313
IFF-QB00106,P333+P313
IFF-QB00106,P337+P313
IFF-QB00268,P210
IFF-QB00268,P233
IFF-QB00268,P240
IFF-QB00268,P241
IFF-QB00268,P242
IFF-QB00268,P261
IFF-QB00268,P264
IFF-QB00268,P272
IFF-QB00268,P273
IFF-QB00268,P280
IFF-QB00268,P302+P352
IFF-QB00268,P303+P361+P353
IFF-QB00268,P305+P351+P338
IFF-QB00268,P337+P313
IFF-QB00268,P370+P378
IFF-QB00268,P403+P235
IFF-QB00268,P501
IFF-QB00030,P210
IFF-QB00030,P261
IFF-QB00030,P280
IFF-QB00030,P302+P352
IFF-QB00030,P305+P351+P338
IFF-QB00030,P308+P313
IFF-QB00030,P333+P313
IFF-QB00030,P337+P313
IFF-QB00030,P370+P378
IFF-QB00031,P210
IFF-QB00031,P261
IFF-QB00031,P280
IFF-QB00031,P302+P352
IFF-QB00031,P305+P351+P338
IFF-QB00031,P308+P313
IFF-QB00031,P333+P313
IFF-QB00031,P337+P313
IFF-QB00031,P370+P378
IFF-QB00032,P210
IFF-QB00032,P261
IFF-QB00032,P280
IFF-QB00032,P302+P352
IFF-QB00032,P305+P351+P338
IFF-QB00032,P308+P313
IFF-QB00032,P333+P313
IFF-QB00032,P370+P378
IFF-QB00163,P261
IFF-QB00163,P280
IFF-QB00163,P302+P352
IFF-QB00163,P305+P351+P338
IFF-QB00163,P308+P313
IFF-QB00163,P333+P313
IFF-QB00163,P337+P313
ASH-QB00075,P101
ASH-QB00075,P102
ASH-QB00075,P103
ASH-QB00075,P264
ASH-QB00075,P280
ASH-QB00075,P302+P352
ASH-QB00075,P305+P351+P338
ASH-QB00075,P312
ASH-QB00075,P333+P313
ASH-QB00075,P362+P364
ASH-QB00068,P264
ASH-QB00068,P280
ASH-QB00068,P305+P351+P338
ASH-QB00054,P101
ASH-QB00054,P102
ASH-QB00054,P103
ASH-QB00054,P261
ASH-QB00054,P271
ASH-QB00054,P280
ASH-QB00054,P304+P340+P312
ASH-QB00054,P305+P351+P338+P310
ASH-QB00054,P312
LUB-QB00064,P264
LUB-QB00064,P280
LUB-QB00064,P305+P351+P338
LUB-QB00064,P337+P313
LUB-QB00064,P302+P352
LUB-QB00064,P332+P313
LUB-QB00064,P321
LUB-QB00064,P362
IFF-QB00107,P210
IFF-QB00107,P280
IFF-QB00107,P302+P352
IFF-QB00107,P305+P351+P338
IFF-QB00033,P210
IFF-QB00033,P261
IFF-QB00033,P280
IFF-QB00033,P301+P310
IFF-QB00033,P302+P352
IFF-QB00033,P305+P351+P338
IFF-QB00033,P308+P313
IFF-QB00033,P331
IFF-QB00033,P333+P313
IFF-QB00033,P337+P313
IFF-QB00033,P370+P378
IFF-QB00164,P210
IFF-QB00164,P261
IFF-QB00164,P280
IFF-QB00164,P301+P310
IFF-QB00164,P302+P352
IFF-QB00164,P305+P351+P338
IFF-QB00164,P308+P313
IFF-QB00164,P331
IFF-QB00164,P333+P313
IFF-QB00164,P337+P313
IFF-QB00164,P370+P378
IFF-QB00269,P201
IFF-QB00269,P202
IFF-QB00269,P210
IFF-QB00269,P261
IFF-QB00269,P264
IFF-QB00269,P280
IFF-QB00269,P301+P310
IFF-QB00269,P302+P352
IFF-QB00269,P305+P351+P338
IFF-QB00269,P312
IFF-QB00269,P331
IFF-QB00269,P333+P313
IFF-QB00269,P337+P313
IFF-QB00269,P370+P378
IFF-QB00269,P391
IFF-QB00269,P403+P235
IFF-QB00269,P405
IFF-QB00269,P501
IFF-QB00214,P210
IFF-QB00214,P261
IFF-QB00214,P264
IFF-QB00214,P280
IFF-QB00214,P302+P352
IFF-QB00214,P305+P354+P338+P317
IFF-QB00214,P333+P317
IFF-QB00214,P370+P378
IFF-QB00214,P391
IFF-QB00165,P210
IFF-QB00165,P261
IFF-QB00165,P280
IFF-QB00165,P302+P352
IFF-QB00165,P308+P313
IFF-QB00165,P333+P313
IFF-QB00165,P370+P378
IFF-QB00166,P210
IFF-QB00166,P261
IFF-QB00166,P280
IFF-QB00166,P302+P352
IFF-QB00166,P305+P351+P338
IFF-QB00166,P308+P313
IFF-QB00166,P333+P313
IFF-QB00166,P337+P313
IFF-QB00166,P370+P378
IFF-QB00167,P210
IFF-QB00167,P261
IFF-QB00167,P280
IFF-QB00167,P302+P352
IFF-QB00167,P305+P351+P338
IFF-QB00167,P308+P313
IFF-QB00167,P333+P313
IFF-QB00167,P337+P313
IFF-QB00167,P370+P378
IFF-QB00168,P210
IFF-QB00168,P261
IFF-QB00168,P280
IFF-QB00168,P302+P352
IFF-QB00168,P305+P351+P338
IFF-QB00168,P308+P313
IFF-QB00168,P333+P313
IFF-QB00168,P337+P313
IFF-QB00168,P370+P378
IFF-QB00170,P210
IFF-QB00170,P261
IFF-QB00170,P280
IFF-QB00170,P302+P352
IFF-QB00170,P305+P351+P338
IFF-QB00170,P308+P313
IFF-QB00170,P333+P313
IFF-QB00170,P337+P313
IFF-QB00170,P370+P378
IFF-QB00171,P210
IFF-QB00171,P261
IFF-QB00171,P280
IFF-QB00171,P301+P310
IFF-QB00171,P302+P352
IFF-QB00171,P305+P351+P338
IFF-QB00171,P308+P313
IFF-QB00171,P331
IFF-QB00171,P333+P313
IFF-QB00171,P337+P313
IFF-QB00171,P370+P378
LUB-QB00066,P210
LUB-QB00066,P280
LUB-QB00066,P301+P310
LUB-QB00066,P331
LUB-QB00066,P370+P378
LUB-QB00066,P403
LUB-QB00066,P405
LUB-QB00066,P501
LUB-QB00068,P332+P313
IFF-QB00270,P280
IFF-QB00270,P302+P352
IFF-QB00062,P261
IFF-QB00062,P280
IFF-QB00062,P302+P352
IFF-QB00062,P305+P351+P338
IFF-QB00062,P308+P313
IFF-QB00062,P333+P313
IFF-QB00062,P337+P313
IFF-QB00190,P362+P364
IFF-QB00034,P210
IFF-QB00034,P260
IFF-QB00034,P280
IFF-QB00034,P302+P352
IFF-QB00034,P305+P351+P338
IFF-QB00034,P314
IFF-QB00071,P210
IFF-QB00071,P261
IFF-QB00071,P280
IFF-QB00071,P302+P352
IFF-QB00071,P305+P351+P338
IFF-QB00071,P308+P313
IFF-QB00071,P333+P313
IFF-QB00071,P337+P313
IFF-QB00071,P370+P378
IFF-QB00273,P210
IFF-QB00273,P261
IFF-QB00273,P264
IFF-QB00273,P273
IFF-QB00273,P280
IFF-QB00273,P301+P310
IFF-QB00273,P302+P352
IFF-QB00273,P305+P351+P338
IFF-QB00273,P331
IFF-QB00273,P333+P313
IFF-QB00273,P362+P364
IFF-QB00273,P370+P378
IFF-QB00273,P391
IFF-QB00273,P403+P235
IFF-QB00273,P405
IFF-QB00273,P501
IFF-QB00199,P261
IFF-QB00199,P308+P313
IFF-QB00199,P333+P313
IFF-QB00199,P337+P313
VAR-QB00166,P264
VAR-QB00166,P280
VAR-QB00166,P305+P351+P338
VAR-QB00166,P337+P313
IFF-QB00193,P210
IFF-QB00193,P261
IFF-QB00193,P280
IFF-QB00193,P302+P352
IFF-QB00193,P308+P313
IFF-QB00193,P333+P313
IFF-QB00193,P370+P378
IFF-QB00203,P280
IFF-QB00203,P302+P352
IFF-QB00203,P305+P351+P338
IFF-QB00204,P261
IFF-QB00204,P280
IFF-QB00204,P302+P352
IFF-QB00204,P305+P351+P310
IFF-QB00204,P308+P313
IFF-QB00204,P333+P313
IFF-QB00108,P261
IFF-QB00108,P280
IFF-QB00108,P302+P352
IFF-QB00108,P305+P351+P338
IFF-QB00108,P333+P313
IFF-QB00108,P337+P313
IFF-QB00109,P210
IFF-QB00109,P261
IFF-QB00109,P264
IFF-QB00109,P272
IFF-QB00109,P273
IFF-QB00109,P302+P352
IFF-QB00109,P305+P351+P338
IFF-QB00109,P333+P313
IFF-QB00109,P337+P313
IFF-QB00109,P370+P378
IFF-QB00109,P391
IFF-QB00109,P403+P235
IFF-QB00109,P501
IFF-QB00194,P210
IFF-QB00194,P280
IFF-QB00194,P302+P352
IFF-QB00194,P305+P351+P338
IFF-QB00275,P210
IFF-QB00275,P280
IFF-QB00275,P302+P352
IFF-QB00275,P305+P351+P338
IFF-QB00215,P210
IFF-QB00215,P261
IFF-QB00215,P280
IFF-QB00215,P301+P310
IFF-QB00215,P302+P352
IFF-QB00215,P305+P351+P338
IFF-QB00215,P308+P313
IFF-QB00215,P331
IFF-QB00215,P333+P313
IFF-QB00215,P337+P313
IFF-QB00215,P370+P378
IFF-QB00216,P210
IFF-QB00216,P261
IFF-QB00216,P280
IFF-QB00216,P302+P352
IFF-QB00216,P308+P313
IFF-QB00216,P333+P313
IFF-QB00216,P370+P378
IFF-QB00063,P210
IFF-QB00063,P260
IFF-QB00063,P280
IFF-QB00063,P302+P352
IFF-QB00063,P308+P313
IFF-QB00063,P333+P313
IFF-QB00063,P370+P378
IFF-QB00063,P391
IFF-QB00276,P201
IFF-QB00276,P202
IFF-QB00276,P210
IFF-QB00276,P261
IFF-QB00276,P264
IFF-QB00276,P272
IFF-QB00276,P273
IFF-QB00276,P302+P352
IFF-QB00276,P305+P351+P338
IFF-QB00276,P312
IFF-QB00276,P337+P313
IFF-QB00276,P362+P364
IFF-QB00276,P370+P378
IFF-QB00276,P391
IFF-QB00276,P403+P235
IFF-QB00276,P405
IFF-QB00276,P501
IFF-QB00064,P261
IFF-QB00064,P280
IFF-QB00064,P302+P352
IFF-QB00064,P305+P351+P338
IFF-QB00064,P308+P313
IFF-QB00064,P333+P313
IFF-QB00064,P337+P313
LUB-QB00069,P264
LUB-QB00069,P280
LUB-QB00069,P305+P351+P338
LUB-QB00069,P337+P313
LUB-QB00069,P302+P352
LUB-QB00069,P332+P313
LUB-QB00069,P321
LUB-QB00069,P362
IFF-QB00112,P280
IFF-QB00112,P302+P352
IFF-QB00070,P210
IFF-QB00070,P261
IFF-QB00070,P280
IFF-QB00070,P302+P352
IFF-QB00070,P305+P351+P338
IFF-QB00070,P308+P313
IFF-QB00070,P333+P313
IFF-QB00070,P337+P313
IFF-QB00070,P370+P378
ASH-QB00047,P264
ASH-QB00047,P280
ASH-QB00047,P301+P330+P331
ASH-QB00047,P303+P361+P353
ASH-QB00047,P304+P340+P310
ASH-QB00047,P305+P351+P338+P310
ASH-QB00047,P312
ASH-QB00047,P363
ASH-QB00047,P405
ASH-QB00047,P501
VAR-QB00138,P264
VAR-QB00138,P273
VAR-QB00138,P280
VAR-QB00138,P303+P361+P353
VAR-QB00138,P305+P351+P338
VAR-QB00138,P314
VAR-QB00138,P403+P233
ASH-QB00048,P101
ASH-QB00048,P202
ASH-QB00048,P261
ASH-QB00048,P264
ASH-QB00048,P270
ASH-QB00048,P271
ASH-QB00048,P272
ASH-QB00048,P280
ASH-QB00048,P301+P312+P330
ASH-QB00048,P302+P352
ASH-QB00048,P304+P340+P312
ASH-QB00048,P305+P351+P338
ASH-QB00048,P312
ASH-QB00048,P333+P313
ASH-QB00048,P362+P364
ASH-QB00048,P403+P233
ASH-QB00048,P405
ASH-QB00048,P501
IFF-QB00113,P261
IFF-QB00113,P280
IFF-QB00113,P302+P352
IFF-QB00113,P308+P313
IFF-QB00113,P333+P313
IFF-QB00113,P362+P364
IFF-QB00114,P261
IFF-QB00114,P280
IFF-QB00114,P302+P352
IFF-QB00114,P305+P351+P338
IFF-QB00114,P308+P313
IFF-QB00114,P333+P313
IFF-QB00114,P337+P313
IFF-QB00115,P210
IFF-QB00115,P233
IFF-QB00115,P240
IFF-QB00115,P241
IFF-QB00115,P242
IFF-QB00115,P243
IFF-QB00115,P261
IFF-QB00115,P264
IFF-QB00115,P280
IFF-QB00115,P301+P310
IFF-QB00115,P303+P361+P353
IFF-QB00115,P305+P351+P338
IFF-QB00115,P331
IFF-QB00115,P333+P313
IFF-QB00115,P337+P313
IFF-QB00115,P370+P378
IFF-QB00115,P391
IFF-QB00115,P403+P235
IFF-QB00115,P405
IFF-QB00115,P501
IFF-QB00281,P201
IFF-QB00281,P202
IFF-QB00281,P210
IFF-QB00281,P261
IFF-QB00281,P264
IFF-QB00281,P272
IFF-QB00281,P273
IFF-QB00281,P280
IFF-QB00281,P302+P352
IFF-QB00281,P305+P351+P338
IFF-QB00281,P312
IFF-QB00281,P333+P313
IFF-QB00281,P362+P364
IFF-QB00281,P370+P378
IFF-QB00281,P391
IFF-QB00281,P403+P235
IFF-QB00281,P405
IFF-QB00281,P501
IFF-QB00116,P210
IFF-QB00116,P261
IFF-QB00116,P280
IFF-QB00116,P302+P352
IFF-QB00116,P305+P531+P338
IFF-QB00116,P308+P313
IFF-QB00116,P333+P313
IFF-QB00116,P337+P313
IFF-QB00116,P370+P378
VAR-QB00140,P260
VAR-QB00140,P264
VAR-QB00140,P280
VAR-QB00140,P305+P351+P338
VAR-QB00140,P321
VAR-QB00140,P501
VAR-QB00141,P210
